0.3,0.15,0.3,0.15,0.15,1.18,1,1,0.24
0.2,0.03,0.08,0.05,0.03,1,0.8,1,0.04
0.15,0.02,0.09,0.15,0.01,0.79,0.6,1.2,0.02
0.2,0.03,0.06,0.03,0.2,1,0.8,1,0.07
0.33,0.1,0.19,0.05,0.16,0.83,0.47,1.3,0.18
0.15,0.02,0.09,0.15,0.04,0.79,0.6,1.2,0.04
0.14,0.04,0.09,0.03,0.01,0.8,0.6,1.2,0.05
0.15,0.04,0.09,0.03,-0.01,0.79,0.6,1.2,0.08
0.2,0.05,0.06,0.02,-0.2,1,0.8,1,0.13
0.15,0.03,0.05,0.01,-0.01,0.77,0.06,1.2,0.05
0.2,0.05,0.08,0.04,-0.06,1,0.8,1,0.14
0.6,0.03,0.12,0.05,-0.05,0.84,0.47,1.3,0.15
0.15,0.03,0.05,0.01,-0.03,0.78,0.06,1.2,0.07
0.15,0.02,0.09,0.15,-0.01,0.74,0.6,1.2,0.05
0.2,0.03,0.06,0.03,-0.06,1,0.8,1,0.11
0.14,0.04,0.09,0.03,-0.1,0.78,0.6,1.2,0.04
0.15,0.04,0.09,0.03,-0.07,0.77,0.6,1.2,0.04
0.15,0.04,0.09,0.03,-0.06,0.74,0.6,1.2,0.06
0.2,0.05,0.06,0.02,0.07,1,0.24,1,0.08
0.2,0.05,0.06,0.01,0.07,1,0.8,1,0.09
0.13,0.02,0.09,0.15,0.06,0.8,0.6,1.2,0.04
0.2,0.05,0.06,0.02,0.2,1,0.8,1,0.1
0.2,0.03,0.08,0.05,0.05,1,0.8,1,0.05
0.2,0.05,0.08,0.04,0.07,1,0.8,1,0.07
0.15,0.02,0.09,0.15,-0.01,0.79,0.6,1.2,0.05
0.2,0.03,0.08,0.05,-0.2,1,0.8,1,0.16
0.2,0.05,0.06,0.02,0,1,0.8,1,0.11
0.15,0.02,0.09,0.15,-0.02,0.85,0.6,1.2,0.06
0.2,0.03,0.08,0.06,-0.2,1,0.8,1,0.16
0.15,0.04,0.09,0.03,-0.02,0.77,0.6,1.2,0.08
0.2,0.03,0.08,0.06,0,1,0.8,1,0.08
0.26,0.06,0.37,2.78,0,0.91,0.8,1,0.08
0.15,0.02,0.09,0.15,-0.04,0.75,0.6,1.2,0.05
0.33,0.1,0.19,0.05,-0.11,0.83,0.47,1.3,0.19
0.2,0.05,0.06,0.02,0.05,1,0.24,1,0.09
0.33,0.1,0.19,0.05,0.05,0.83,0.47,1.3,0.21
0.15,0.03,0.05,0.01,0.01,0.77,0.06,1.2,0.03
0.2,0.03,0.08,0.05,0.03,1,0.8,1,0.07
0.2,0.05,0.08,0.04,0.2,1,0.8,1,0.1
0.15,0.03,0.05,0.01,0.06,0.76,0.06,1.2,0.05
0.15,0.04,0.09,0.03,0.02,0.8,0.6,1.2,0.04
0.15,0.02,0.09,0.15,-0.02,0.72,0.6,1.2,0.06
0.3,0.15,0.18,0.03,-0.03,1.18,1,1,0.12
0.2,0.05,0.06,0.02,0,1,0.24,1,0.11
0.2,0.01,0.08,0.07,-0.2,1,0.8,1,0.16
0.2,0.05,0.06,0.01,-0.07,1,0.8,1,0.11
0.24,0.06,0.37,2.78,0,0.53,0.8,1,0.03
0.15,0.02,0.09,0.15,-0.03,0.76,0.6,1.2,0.07
0.15,0.04,0.09,0.03,-0.1,0.74,0.6,1.2,0.04
0.33,0.1,0.19,0.05,-0.23,0.83,0.47,1.3,0.18
0.15,0.04,0.09,0.03,-0.07,0.78,0.6,1.2,0.05
0.2,0.05,0.06,0.02,0.07,1,0.8,1,0.09
0.2,0.05,0.06,0.02,0.03,1,0.24,1,0.1
0.2,0.01,0.08,0.07,0.01,1,0.8,1,0.01
0.2,0.05,0.08,0.04,0.06,1,0.8,1,0.08
0.14,0.02,0.09,0.15,0.07,0.76,0.6,1.2,0.04
0.2,0.03,0.08,0.05,0.2,1,0.8,1,0.07
0.2,0.03,0.08,0.06,0.03,1,0.8,1,0.03
0.15,0.02,0.09,0.15,-0.02,0.73,0.6,1.2,0.04
0.2,0.05,0.06,0.02,-0.06,1,0.8,1,0.12
0.6,0.03,0.12,0.05,-0.03,0.75,0.47,1.3,0.16
0.15,0.03,0.05,0.01,-0.01,0.79,0.06,1.2,0.06
0.15,0.02,0.09,0.15,-0.02,0.74,0.6,1.2,0.05
0.15,0.03,0.05,0.01,-0.02,0.78,0.06,1.2,0.06
0.14,0.02,0.09,0.15,0,0.84,0.6,1.2,0.03
0.6,0.03,0.12,0.05,-0.05,0.75,0.47,1.3,0.14
0.15,0.02,0.09,0.15,-0.05,0.75,0.6,1.2,0.05
0.15,0.02,0.09,0.15,-0.04,0.74,0.6,1.2,0.05
0.15,0.04,0.09,0.03,-0.06,0.79,0.6,1.2,0.05
0.3,0.15,0.18,0.03,0.03,1.18,1,1,0.17
0.2,0.01,0.08,0.07,0.2,1,0.8,1,0.02
0.2,0.03,0.06,0.03,0.05,1,0.8,1,0.05
0.2,0.03,0.08,0.05,0.06,1,0.8,1,0.06
0.2,0.05,0.06,0.02,0.06,1,0.24,1,0.08
0.2,0.05,0.06,0.01,0.2,1,0.8,1,0.1
0.2,0.05,0.06,0.02,0.05,1,0.24,1,0.09
0.15,0.03,0.05,0.01,-0.02,0.78,0.06,1.2,0.06
0.2,0.01,0.08,0.07,0,1,0.8,1,0.05
0.2,0.05,0.08,0.04,0,1,0.8,1,0.11
0.15,0.04,0.09,0.03,0,0.76,0.6,1.2,0.09
0.2,0.03,0.06,0.03,0,1,0.8,1,0.08
0.33,0.1,0.19,0.05,-0.1,0.83,0.47,1.3,0.2
0.33,0.1,0.19,0.05,-0.05,0.83,0.47,1.3,0.23
0.2,0.01,0.08,0.07,-0.05,1,0.8,1,0.1
0.15,0.04,0.09,0.03,-0.07,0.75,0.6,1.2,0.06
0.15,0.02,0.09,0.15,-0.12,0.78,0.6,1.2,0.06
0.15,0.02,0.09,0.15,-0.04,0.75,0.6,1.2,0.06
0.2,0.01,0.08,0.07,0.02,1,0.8,1,0.02
0.15,0.02,0.09,0.15,0,0.76,0.6,1.2,0.01
0.3,0.15,0.21,0.06,0.03,1.18,1,1,0.22
0.2,0.03,0.08,0.06,0.03,1,0.8,1,0.03
0.2,0.05,0.08,0.04,0.09,1,0.8,1,0.1
0.2,0.03,0.06,0.03,0.03,1,0.8,1,0.06
0.15,0.04,0.09,0.03,0.05,0.75,0.6,1.2,0.06
0.15,0.02,0.09,0.15,-0.01,0.74,0.6,1.2,0.03
0.15,0.03,0.05,0.01,-0.01,0.79,0.06,1.2,0.07
0.2,0.05,0.06,0.01,0,1,0.8,1,0.1
0.15,0.02,0.09,0.15,-0.02,0.76,0.6,1.2,0.06
0.16,0.02,0.09,0.15,0,0.75,0.6,1.2,0.03
0.2,0.03,0.08,0.05,0,1,0.8,1,0.09
0.15,0.04,0.09,0.03,-0.01,0.78,0.6,1.2,0.09
0.15,0.02,0.09,0.15,-0.01,0.76,0.6,1.2,0.05
0.14,0.02,0.09,0.15,-0.07,0.8,0.6,1.2,0.07
0.14,0.02,0.09,0.15,-0.18,0.77,0.6,1.2,0.05
0.33,0.1,0.19,0.05,-0.16,0.83,0.47,1.3,0.18
0.33,0.1,0.19,0.05,0.08,0.83,0.47,1.3,0.18
0.13,0.02,0.09,0.15,0.05,0.81,0.6,1.2,0.04
0.2,0.05,0.08,0.04,0.04,1,0.8,1,0.09
0.2,0.05,0.06,0.02,0.06,1,0.24,1,0.08
0.2,0.05,0.06,0.02,0.06,1,0.24,1,0.08
0.2,0.05,0.06,0.02,0.03,1,0.8,1,0.1
0.2,0.01,0.08,0.07,-0.03,1,0.8,1,0.09
0.6,0.03,0.12,0.05,0,0.75,0.47,1.3,0.15
0.6,0.03,0.12,0.05,-0.33,0.75,0.47,1.3,0.11
0.33,0.1,0.19,0.05,0,0.83,0.47,1.3,0.25
0.15,0.04,0.09,0.03,-0.03,0.76,0.6,1.2,0.07
0.15,0.02,0.09,0.15,-0.01,0.76,0.6,1.2,0.03
0.6,0.03,0.12,0.05,0,0.84,0.47,1.3,0.04
0.6,0.03,0.12,0.05,0,0.84,0.47,1.3,0.04
0.15,0.02,0.09,0.15,-0.17,0.77,0.6,1.2,0.06
0.6,0.03,0.12,0.05,-0.65,0.84,0.47,1.3,0.08
0.15,0.02,0.09,0.15,-0.16,0.79,0.6,1.2,0.06
